,Title,Link,Genre,Author,Description
663,Can Đảm Biến Thách Thức Thành Sức Mạnh,https://khosachonline.com/sach/can-dam-bien-thach-thuc-thanh-suc-manh,Triết Học,Osho,"Can Đảm Biến Thách Thức Thành Sức Mạnh là cuốn sách kế tiếp trong bộ bốn cuốn của hiền triết Osho, Sự Sáng Suốt Về Cách Sống Mới gồm: Sáng tạo bừng cháy sức mạnh bên trong; Hạnh phúc tại tâm; Thân mật - cội nguồn của hạnh phúc; Đạo - con đường không lối.
Qua cuốn sách bạn sẽ hiểu hơn về sự can đảm là đánh đổi cái đã biết để tìm đến cái hư vô, đánh đổi cái quen thuộc để tìm đến những điều xa lạ, đánh đổi sự tiện nghi ấm cúng để tìm đến cái bất tiện, đánh đổi cuộc hành hương gian nan để tìm đến một nơi vô định. Không ai biết được liệu mình có làm được hay không cho đến khi chính bạn phải bước vào những nỗi đau, thì khi đó bạn mới tin rằng không có điều gì là giới hạn trong sự chế ngự của sức mạnh can đảm ở mỗi con người.
Mong rằng cuốn sách này sẽ đem lại sự bình an, an lạc trong tâm hồn và là liều thuốc chữa lành bạn trong những vết thương lòng, là điểm tựa vững vàng để bạn vượt qua mọi rào cản, sóng gió vượt lên chính mình, để tìm ra con đường đúng đích mà bạn đi tới.
"
664,"Triết gia Trần Đức Thảo: Di cảo, Khảo luận, Kỷ niệm - Nguyễn Trung Kiên",https://khosachonline.com/sach/triet-gia-tran-duc-thao-di-cao-khao-luan-ky-niem-nguyen-trung-kien,Triết Học,Nguyễn Trung Kiên,"Hướng tới kỷ niệm 100 năm ngày sinh (1917–2017) của Giáo sư Trần Đức Thảo, Nhà xuất bản Đại học Huế xuất bản cuốn sách Triết gia Trần Đức Thảo – Di cảo, Khảo luận, Kỷ niệm, mong muốn giúp bạn đọc có thể tìm hiểu toàn diện hơn về sự nghiệp và tư tưởng của ông.

Cuốn sách gồm có ba phần chính: Di cảo, Khảo luận, Kỷ niệm, tập hợp các báo cáo khoa học và bài nghiên cứu của Giáo sư Trần Đức Thảo và gần 60 tác giả, dịch giả; trong đó có nhiều tư liệu công bố lần đầu.
"
665,Da Thịt Trong Cuộc Chơi - Nassim Nicholas Taleb,https://khosachonline.com/sach/da-thit-trong-cuoc-choi-nassim-nicholas-taleb,Triết Học,Nassim Nicholas Taleb,"Một công trình mới đầy táo bạo từ tác giả Thiên nga đen, thách thức những quan điểm truyền thống của chúng ta về rủi ro và phần thường, chính trị và tôn giáo, tài chính và trách nhiệm cá nhân.

Trong cuốn sách mới nhất này thuộc bộ INCERTO (Tính bất định), Taleb, một trong những tư tưởng gia hàng đầu của thời đại chúng ta, chỉ ra một lối tư duy mới mẻ, độc đáo, và thiết thực để tìm hiểu thế giới, thành công trong công việc, đóng góp xây dựng một xã hội công bằng, phát hiện ra những điều ngớ ngẩn, và tạo ảnh hưởng tới người khác. Với nguồn dẫn chứng vô cùng phong phú, cả về chiều rộng địa lý lẫn chiều dài thời gian, từ  Hammurabi tới Seneca, từ Thần Ăng-tê trong truyền thuyết cho đến Donald Trump ở thời hiện đại , Nassim Nicholas Taleb đã chỉ ra rằng thái độ sẵn sàng chấp nhận rủi ro cá nhân là một thuộc tính không thể thiếu của các vị anh hùng, các vị thánh, đồng thời giúp phát triển xã hội con người.
"
666,Hiện Tượng Luận Về Hiện Sinh - Lê Thành Trị,https://khosachonline.com/sach/hien-tuong-luan-ve-hien-sinh-le-thanh-tri,Triết Học,Lê Thành Trị,"Do Phủ Quốc Vụ Khanh Đặc Trách Văn Hoá xuất bản vào cuối năm 1969, Hiện Tượng Luận về Hiện Sinh đáng lẽ phải kịp thời tái bản cách đây chừng ba năm hầu sớm tiếp tục đáp ứng đòi hỏi thịnh tình của quý độc giả. Lực bất tòng tâm, xin quý vị lượng thứ. Lần tái bản này, do Bộ Văn Hoá Giáo Dục và Thanh Niên (Trung Tâm Học Liệu) hoan hỉ đảm trách. Chúng tôi kính xin Quý Bộ và Quý Trung Tâm nhận nơi đây lòng tri ân sâu xa của chúng tôi.

Chúng tôi cũng xin cảm ơn một số độc giả đã hạ cố gởi đến cho chúng tôi nhiều chỉ giáo và nhận xét quý báu liên hệ đến nội dung và trình bày cuốn Biên khào này. Chúng tôi mong có dịp đề cao những nhận xét hoặc chỉ giáo ấy. Chúng tôi không sửa chữa hoặc thêm bớt gì trong nguyên văn đã xuất bản lần thứ nhất, ngoại trừ một số lỗi lầm ấn công. Riêng đối với Sinh viên Đại học Văn Khoa, cuốn biên khảo này luôn luôn sẽ là những tài liệu cần thiết và hữu ích.
Hiện Tượng Luận Về Hiện Sinh
NXB Bộ Giáo Dục 1974
Lê Thành Trị
458 Trang
"
667,Những Câu Chuyện Trung Hoa Xưa: Trí Tuệ - Trình Ngọc Hoa,https://khosachonline.com/sach/nhung-cau-chuyen-trung-hoa-xua-tri-tue-trinh-ngoc-hoa,Triết Học,Trình Ngọc Hoa,"Trung Hoa là một nền văn minh lớn, có lịch sử phát triển lâu đời, nhiều thành tựu rực rỡ và có tầm ảnh hưởng văn hóa không chỉ ở khu vực Đông Bắc Á mà còn có nhiều đóng góp cho bước tiến của văn minh nhân loại nói chung.

Ngày nay tuy nhân loại đã bước vào nền văn minh công nghệ, máy móc lên ngôi định hình các thành thị, quang cảnh, và cả lối sống, lối suy nghĩ của chúng ta. Tuy nhiên, cái nền, cái gốc thì không những không đổi, mà còn cần phải thường xuyên được gia cố để làm bệ đỡ vững chắc cho mọi phát triển sinh sôi về vật chất, và tâm hồn của chúng ta.

Bộ sách Những câu chuyện Trung Hoa xưa do tác giả Trình Ngọc Hoa biên soạn không nằm ngoài mục đích ôn cố tri tân đó. Người đọc có thể tự rút ra cho mình những bài học giá trị trong lối tư duy, cách hành động của người xưa qua 4 tập sách thật mỏng và hàm súc:
Những câu chuyện Trung Hoa xưa :Trí tuệ,
Những câu chuyện Trung Hoa xưa :Số học,
Những câu chuyện Trung Hoa xưa :36 kế,
Những câu chuyện Trung Hoa xưa :Danh Y.
"
668,Mười Hai Học Thuyết về Bản Tính Con Người - Leslie Stevenson & David L. Haberman & Peter Matthews Wright,https://khosachonline.com/sach/muoi-hai-hoc-thuyet-ve-ban-tinh-con-nguoi-leslie-stevenson-and-david-l-haberman-and-peter-matthews-wright,Triết Học,Leslie Stevenson,"Mười Hai Học Thuyết Về Bản Tính Con Người là một tác phẩm mong ước đưa lại một số thông tin, suy tư, biện luận, nghiệm sinh về các vấn đề thiết yếu của con người, thông qua các truyền thống tôn giáo từ cổ thời đến hiện đại (Khổng giáo, Ấn Độ giáo, Phật giáo, Kitô giáo, Hồi giáo), thông qua các tư tưởng và trào lưu triết học (Platon, Aristoteles, Kant, Marx, Sartre), tâm lý học (Freud), và Lý thuyết Tiến hóa (Darwin).
"
669,Từ Điển Triết Học Kant - Howard Caygill,https://khosachonline.com/sach/tu-dien-triet-hoc-kant-howard-caygill,Triết Học,Howard Caygill,"Từ Điển Triết Học Kant - dịch phẩm của tập thể yêu thích triết học: là tập hợp, giới thiệu và giải thích hầu hết những thuật ngữ cơ bản của triết học Kant, mang lại một bảng lược đồ về bộ khung khái niệm sẽ trở thành nền tảng của triết học cổ điển Đức.

Điểm đặc biệt của bộ từ điển này mỗi mục từ gắn liền với một danh sách những thuật ngữ có liên quan tạo nên một mạng lưới, trong đó đạt được trọn vẹn các tầng nấc ý nghĩa. Khi thấy thích hợp, mục từ cũng xem xét số phận của khái niệm sau Kant, qua đó cho thấy vị trí then chốt của Kant giữa truyền thống và hiện đại, và lý do tại sao triết học Kant gây ảnh hưởng to lớn và hầu như không thể tát cạn lên nền văn hoá hiện đại.
"
670,Hệ Thống Phạm Trù Lý Học Triết Học Phương Đông - Mộng Bồi Nguyên,https://khosachonline.com/sach/he-thong-pham-tru-ly-hoc-triet-hoc-phuong-dong-mong-boi-nguyen,Triết Học,Mộng Bội Nguyên,"Tài liệu “Hệ thống phạm trù triết học Phương Đông” được biên soạn với nội dung trình bày hệ thống khái niệm,phạm trù của triết học phương Đông,là sự chú trọng vào vấn đề xã hội và con người,là sự gắn bó giữa triết học với chính trị và đạo đức,hoặc giữa triết học với tôn giáo,v.v… Lý học là sự hoàn thành của nho học lý học được coi là một hình thái triết học, có một hệ thống phạm trù hoàn chỉnh. hệ thống này được thể hiện tập trung có đặc trưng cơ bản của tư duy truyền thống của nho gia...

Mời các bạn đón đọc Hệ Thống Phạm Trù Lý Học Triết Học Phương Đông của tác giả Mộng Bồi Nguyên."
671,Từ Điển Triết Học Hegel - Michael Inwood,https://khosachonline.com/sach/tu-dien-triet-hoc-hegel-michael-inwood,Triết Học,Michael Inwood,"TỪ ĐIỂN tập trung vào khoảng 100 thuật ngữ then chốt của triết học Hegel, giải thích và trình bày cặn kẽ từ nguồn gốc từ nguyên cho đến tiến trình phát triển của chúng. Chúng tôi tin rằng bạn đọc khó tính nhất cũng sẽ thấy hài lòng trước nỗ lực đặc sắc của soạn giả khi giới thiệu những tư tưởng khó khăn, phức tạp của Hegel - triết gia đỉnh cao của triết học cổ điển Đức - một cách vừa sáng sủa, vừa chặt chẽ, chuẩn xác, đáp ứng yêu cầu rất cao về học thuật.

TỪ ĐIỂN thật sự là một ""giáo trình"" vô song, giúp ta làm quen sơ bộ với những gì mới mẻ, rồi từng bước thâm nhập sâu vào hệ thống khái niệm và cung cách tư duy đặc thù của Hegel. Kiên nhẫn ""đọc"" Từ Điển cũng đồng thời là cách ""học"" và ""ôn tập"" hiệu quả, cả trước lẫn sau khi đọc chính văn bản của triết gia này.
"
672,Thượng Chi Văn Tập - Phạm Quỳnh,https://khosachonline.com/sach/thuong-chi-van-tap-pham-quynh,Triết Học,Phạm Quỳnh,"Thượng Chi văn tập (Tập văn của Thượng Chi - bút hiệu của Phạm Quỳnh) bao gồm các bài viết về các đề tài: triết học, khái niệm làm báo, tư tưởng Đông Tây, văn hóa Việt Nam, ngôn ngữ Việt Nam, một số câu chuyện cá nhân...

Đây là những tác phẩm quan trọng của Phạm Quỳnh - một nhân vật lịch sử đặc biệt. Bấy lâu người ta vốn dè dặt khi nhắc đến Phạm Quỳnh bởi ông làm việc cho Pháp, làm báo tiếng Pháp, cộng sự với Pháp suốt trong thời Pháp thuộc đầu thế kỷ 20. Nhiều người biết đến Phạm Quỳnh qua tạp chí Nam Phong do ông làm chủ bút từ 1917-1932 và qua câu nói nổi tiếng: “Truyện Kiều còn, tiếng ta còn; tiếng ta còn, nước ta còn”.
"
673,Ngày Cuối Trong Đời Socrates - Plato,https://khosachonline.com/sach/ngay-cuoi-trong-doi-socrates-plato,Triết Học,Plato Plato,"Ngày cuối trong đời Socrates là một loạt bốn cuộc đối thoại, ghi lại những thời khắc cuối đời của Socrates và những lời biện giải đanh thép của ông khi bị Bồi thẩm đoàn của Hội đồng Thành quốc kết tột tử hình vì bị cho rằng ông đã hủ hóa thanh niên, coi thường thần linh mà thành quốc tin tưởng.

Là tấm gương trong sạch, coi trọng danh dự và xem thường cái chết, Socrates đã từ chối sự giúp đỡ của bạn bè dù biết mình không thể sống được bao lâu, dù cho cái chết của mình là âm mưu đê hèn từ những kẻ tham quyền lực và bại hoại đạo đức.

Ông tuyên bố rằng “Tránh cái chết không khó, tránh đê tiện khó hơn nhiều. Vì đê tiện chạy nhanh hơn cái chết”.
"
674,Trang Tử và Nam Hoa Kinh - Nguyễn Hiến Lê,https://khosachonline.com/sach/trang-tu-va-nam-hoa-kinh-nguyen-hien-le,Triết Học,Nguyễn Hiến Lê,"Nam Hoa Kinh của Trang Tử thuộc loại sách khó dịch nhất trong các sách còn lưu lại của Bách Gia Chư Tử. Ngay từ thế kỷ thứ 3 sau CN, đã có người đứng ra chú giải nó và đến thời cận đại ở Trung Quốc, người ta còn bàn luận về nó rất nhiều. Sở dĩ như vậy, vì ngoài đặc điểm chung của các triết gia Trung Quốc là trình bày tư tưởng của mình một cách lửng lơ, vắn tắt, dành một khoảng trống rất lớn cho sự suy nghĩ của người đọc, tác giả Nam Hoa Kinh còn sử dụng nhiều ngụ ngôn mà ý tứ rất thâm trầm. Lại nữa đây không chỉ là một tác phẩm triết học mà còn thường được coi là một tác phẩm văn chương ( được Thánh Thán xếp vào Lục tài tử và ở vị trí số một). Với việc dịch Nam Hoa Kinh vào thời của mình, ( Có lẽ là cuối những năm 30, đầu 40), Nhượng Tống thực đã đưa Tiếng Việt vào một trường hoạt động mới, làm cho nó thêm chặt chẽ, cứng cáp và cả hàm súc nữa.
"
675,Lão Tử Tinh Hoa - Nguyễn Duy Cần,https://khosachonline.com/sach/lao-tu-tinh-hoa-nguyen-duy-can,Triết Học,Nguyễn Duy Cần,"Lão Tử là người huyện Khổ, nước Sở, sống trong thời Xuân Thu Chiến Quốc. Tương truyền ông là người viết bộ sách Đạo Đức Kinh, chủ yếu bàn về Đạo học và cách sống để hòa hợp với Đạo. Ở Việt Nam, có rất nhiều nhà nghiên cứu đã dịch và bình chú về cuốn Đạo Đức Kinh của Lão Tử. Nhờ những cách hiểu và khám phá mới mẻ của mỗi nhà nghiên cứu mà nội dung quyển Đạo Đức Kinh ngày càng trở nên phong phú và nhiều màu sắc.

Lão Tử Đạo Đức kinh được học giả Nguyễn Duy Cần dịch trực tiếp từ bản gốc tiếng Trung Quốc, có kèm theo phần chú giải để độc giả tiện theo dõi. Lão Tử tinh hoa là cuốn sách bàn rộng ra về những nội dung cốt lõi của Đạo Đức Kinh. Trân trọng giới thiệu đến quý độc giả cả nước.
"
676,Chat Với René Descartes,https://khosachonline.com/sach/chat-voi-rene-descartes,Triết Học,Bùi Văn Nam Sơn,"Một cuộc trò chuyện giả tưởng giữa tác giả cùng với René René Descartes – một nhà toán học; một triết gia lỗi lạc, được xem là cha đẻ của triết học hiện đại. Cách viết hài hước, giải thích những tư tưởng của Descartes một cách đơn giản, giúp bạn đọc tiếp cận với triết học của học giả lớn dễ dàng hơn. Và qua đó, bạn đọc cũng có thể hiểu thêm về Descartes, một con người lánh đời, luôn mang nhiều ước vọng và luôn nỗ lực để phá bỏ sự chi phối hoàn toàn của phái Kinh viện trong Triết học."
677,Siêu Lý Tình Yêu,https://khosachonline.com/sach/sieu-ly-tinh-yeu,Triết Học,Vladimir Soloviev,"Soloviev chỉ ra 5 loại quan hệ nam nữ với loại quan hệ nam nữ có tình yêu gắn với lý tưởng hóa đối tượng yêu, làm chúng ta khi yêu mang bản nguyên thần thánh. Tình yêu nam - nữ tuyệt đích sẽ bất tử hóa tất cả bởi tình yêu chuyên trở sự sống vĩnh cửu cho cái mình yêu, tái sinh vĩnh viễn trong cái đẹp.

Đó là luận điểm về tình yêu qua các tác phẩm trứ danh: Siêu lý tình yêu (1892-1893), Chiến tranh và hòa bình, Biện minh cái thiện của Vladimir Solovyev, người nhà văn, đại triết gia Nga - người đặt nền móng cho Triết học Tình yêu châu Âu.
Người dịch: Nguyễn Vĩnh Cư"
678,Sự Kiến Tạo Xã Hội Về Thực Tại,https://khosachonline.com/sach/su-kien-tao-xa-hoi-ve-thuc-tai,Triết Học,Peter L. Berger - Thomas Luckmann,"Như tựa đề của công trình, đây là một khảo luận về xã hội học nhận thức và điểm độc đáo của công trình này là nghiên cứu về tất cả các kiến thức, trong đó chú ý trước hết đến những “kiến thức đời thường” mà trước kia giới xã hội học thường bỏ quên do chỉ cho rằng đối tượng nghiên cứu của xã hội học nhận thức là những kiến thức, ý tưởng hoặc tư duy mang tính lý thuyết của con người.
Khi đánh giá về công trình này, nhà xã hội học Pháp Danilo Martuccelli cho rằng đây là một trong những cuốn sách hiếm hoi đã ít nhiều làm thay đổi cách nhìn bởi nó mở ra một lối tiếp cận mới, gợi ra nhiều ý tưởng và nhiều chủ đề nghiên cứu mới. Hi vọng rằng công trình này sẽ giúp cho giới học tập và nghiên cứu khoa học xã hội có thêm một cách nhìn mới và ứng dụng hiệu quả vào công việc học tập, nghiên cứu."
679,Giáo Trình Những Nguyên Lý Cơ Bản Của Chủ Nghĩa Mác - Lênin,https://khosachonline.com/sach/giao-trinh-nhung-nguyen-ly-co-ban-cua-chu-nghia-mac-lenin,Triết Học,Bộ Giáo dục và Đào tạo,"Trước thực tiễn mới của sự nghiệp giáo dục và đào tạo, quán triệt đường lối về đổi mới công tác tư tưởng, lý luận của Đảng và chủ trương cải cách công tác giảng dạy bậc đại học, cao đẳng; Bộ Giáo dục và đào tạo đã ban hành chương trình mới và tổ chức biên soạn cuốn Giáo Trình Những Nguyên Lý Cơ Bản Của Chủ Nghĩa Mác - Lênin.

Sách gồm 3 phần:

- Phần I: Thế giới quan và phương pháp luận triết học của chủ nghĩa Mác - Lênin.

- Phần II: Học thuyết kinh tế của chủ nghĩa Mác - Lênin về phương thức sản xuất Tư bản chủ nghĩa.

- Phần III: Lý luận của chủ nghĩa Mác - Lênin về Chủ nghĩa xã hội."
680,Luận Lý Học,https://khosachonline.com/sach/luan-ly-hoc,Triết Học,Trần Bích Lan,Logic hình thức còn được biết đến trong toán học như là logic ký hiệu là ngành khoa học nằm trong miền giao thoa giữa toán học và triết học tự nhiên. Logic hình thức sử dụng ký hiệu hình thức và các phép toán đại số cùng với các nguyên tắc nhất định về giá trị chân lý để nhằm xác định tính đúng đắn của các lập luận.
681,Một Giọt Từ Sự Đọa Đầy,https://khosachonline.com/sach/mot-giot-tu-su-doa-day,Triết Học,Hamvas Béla,"Một Giọt Từ Sự Đọa Đày (Tái Bản) là cuốn sách tập hợp hai mươi hai tiểu luận triết học của một tác giả được đánh giá là một trong những nhà văn, nhà triết học vĩ đại nhất của châu Âu thế kỷ 20 và trong nền văn hóa Hungary. Lối viết tiểu luận của Hamvas Béla không quá lý tính để dẫn tới sự khô khan và đó là sự hòa quyện giữa tư duy của một nhà triết học và sự mềm mại, bay bổng trong ngôn ngữ của một nhà văn, nhà nghệ sĩ lớn.
Sự kết hợp giữa kiến văn sâu rộng với tư duy nhạy bén và tính chất mơ mộng của nghệ sĩ đã khiến Một Giọt Từ Sự Đọa Đày trở nên quyến rũ lạ thường. Thông thường, những triết gia, những nghệ sĩ kinh điển phải là những người có số phận bi đát, Hamvas Béla cũng không phải là ngoại lệ. Bởi sự phản tỉnh của ông trong thời đại mà mình lưu trú, sự tiên phong trong ý thức tìm kiếm tự do, khai mở những con đường mới cho nghệ thuật, dám gây hấn với đám đông đồng dạng đã tất yếu dẫn tới cuộc đời đầy thăng trầm của ông."
682,Bàn Về Tinh Thần Pháp Luật,https://khosachonline.com/sach/ban-ve-tinh-than-phap-luat,Triết Học,Montesquieu,"""Bàn về tinh thần pháp luật"" là tuyệt tác triết học của Montesquieu, là một trong những tác phẩm vĩ đại trong lịch sử triết học chính trị và trong lịch sử luật học.  Mục đích cuốn sách, như chính tác giả đã nêu, là: Trình bày những nguyên nhân quyết định nền pháp lý cho mỗi quốc gia; trình bày sự phù hợp cần thiết giữa luật lệ và chế độ cai trị của một nước; trình bày những quan hệ giữa các luật lệ với nhau. Ông đã phải mất gần 20 năm cho tác phẩm này.

REVIEW SÁCH

“Tác phẩm Bàn về tinh thần pháp luật sẽ là một công trình bất tử nói lên tài năng và đức hạnh của tác giả. Nó đánh dấu một giai đoạn không thể nào quên của lịch sử triết học trong quá trình tiến bộ của lý trí giữa thế kỷ này”.
 - J. R. d’Alembert

“Đó [Bàn về tinh thần pháp luật] là cuốn sách chính xác, sâu sắc, hùng biện. Đó là một trong những sản phẩm triết học có ảnh hưởng lâu dài đến vận mệnh loài người”.
 - M. J. Chénier"
683,Chủ Nghĩa Tự Do Truyền Thống,https://khosachonline.com/sach/chu-nghia-tu-do-truyen-thong,Triết Học,Ludwig von Mises,"Cuốn sách tương đối mỏng này có tầm quan trọng gấp nhiều lần sức tưởng tượng nếu chỉ nhìn vào độ dầy và ngôn ngữ khiêm nhường của nó. Đây là tác phẩm bàn về xã hội tự do, bàn về điều mà hiện nay có thể được gọi là “chính sách” đối nội và đối ngoại cho một xã hội như thế; và đặc biệt là bàn về những trở ngại và khó khăn, cả thực tế lẫn tưởng tượng, trên con đường thiết lập và giữ gìn hình thức tổ chức một xã hội như thế."
684,Tuyển Tập Nguyễn Hiến Lê- Tập 1 : Triết Học,https://khosachonline.com/sach/tuyen-tap-nguyen-hien-le-tap-1-triet-hoc,Triết Học,Nguyễn Hiến Lê,"Nguyễn Hiến Lê là một học giả, một nhà văn lớn của Việt Nam. Ông là tác giả của hơn 100 công trình văn học, văn hóa, văn chương Việt Nam, Anh, Pháp, Trung Quốc. Tác phẩm của ông là những đóng góp lớn cho văn hóa sử Việt Nam hiện đại.
Bộ sách Tuyển tập Nguyễn Hiến Lê do Nguyễn Q. Thắng sưu tầm, tuyển chọn và giới thiệu.
Bộ sách Tuyển tập Nguyễn Hiến Lê gồm có 4 cuốn: Triết học, Sử học, Ngữ học, Văn học
Tuyển Tập Nguyễn Hiến Lê - Tập I: Triết Học
Tuyển tập này sẽ giới thiệu với các bạn hệ thống triết học cổ điển Trung Hoa cũng như những tấm gương lớn về chân dung các triết gia Đông Tây. Qua đó, tác giả giúp người đọc hiểu thêm ít nhiều về triết học Trung Quốc cổ đại.Tuyển tập sẽ giới thiệu với các bạn những tác phẩm tiêu biểu của Triết học Trung Quốc: Đại cương Triết học Trung Quốc, Khổng Tử, Lão Tử, Kinh dịch - Đạo của người quân tử."
685,Thế Giới Ngày Nay Và Tương Lai Nhân Loại,https://khosachonline.com/sach/the-gioi-ngay-nay-va-tuong-lai-nhan-loai,Triết Học,Nguyễn Hiến Lê,"1. Triết lý là cái gì vậy?
2. Tôn giáo
3. Chiến tranh và chủ nghĩa hòa bình
4. Xã hội chủ nghĩa và tư bản
5. Luân lý ""Ta bu""
6. Quyền hành
7. Thế nào là hạnh phúc
8. Chủ nghĩa quốc gia
9. Nhiệm vụ của cá nhân
10. Cuồng tín và bao dung
11. Bom H
12. Tương lai nhân loại"
686,Các Triết Thuyết Lớn,https://khosachonline.com/sach/cac-triet-thuyet-lon,Triết Học,Dominique Folscheid,"Cuốn sách này sẽ giới thiệu đến các bạn những nội dung chính như sau: 
- Chương 1: Triết học tự tìm kiếm mình. 
- Chương 2: Triết học và Kitô giáo. 
- Chương 3: Lý trí chiếm lĩnh. 
- Chương 4: Thời đại phê phán lý trí. 
- Chương 5: Cái tuyệt đối và hệ thống. 
- Chương 6: Triết học ở bên ngoài bản thân nó. 
- Chương 7: Khủng hoảng của tri thức và sự sống. 
- Chương 8: Tồn tại và hiện tượng. 
Đây là cuốn sách được xuất bản trong khuôn khổ của chương trình hợp tác xuất bản, với sự giúp đỡ của Trung tâm Văn hóa và Hợp tác của Đại sứ quán Pháp tại nước Cộng hòa xã hội chủ nghĩa Việt Nam."
687,Luận Triết Học,https://khosachonline.com/sach/luan-triet-hoc,Triết Học,Trần Bích Lan,"Luận Triết Học
Đệ Nhất A, B, C, D
Tác giả: Trần Bích Lan
Nhà xuất bản: NXB Ngôn Ngữ
Năm xuất bản: 1965
Cuốn sách cũ này sẽ giúp các bạn muốn tìm hiểu về triết học, hiểu được những kiến thức cơ bản của triết."
688,Cú Sốc Tương Lai,https://khosachonline.com/sach/cu-soc-tuong-lai,Triết Học,Alvin Toffler,"Bạn đọc đã từng biết đến Alvin Toffler với tác phẩm Thăng trầm quyền lực do Nhà xuất bản Thông tin lý luận xuất bản phần đầu năm 1991, lần này chúng tôi tiếp tục giới thiệu với bạn đọc tác phẩm Cú sốc tương lai - một trong bộ ba tác phẩm nổi tiếng đã đưa tác giả của nó lên vị trí ""nhà tương lai học lừng danh"".    

Với dung lượng thông tin đầy ắp và những dẫn chứng cụ thể, có sức thuyết phục, tác phẩm đã miêu tả, phân tích và nhận định về xã hội trong khung cảnh những đổi thay đến mức kỳ lạ, làm đảo lộn lối sống, cách nghĩ của con người từ xưa đến nay; rút ra những nhận định và đặc điểm của thời đại mà chúng ta đang sống. Đưa người đọc vượt qua những phát kiến hấp dẫn của ""thời kỳ bùng nổ"" để đến với những giải pháp nhiều mặt về vật chất và tinh thần, về khoa học tự nhiên và khoa học xã hội, về mỗi cá nhân và cả cộng đồng.    "
689,Triết Học Trong Khoa Học Tự Nhiên,https://khosachonline.com/sach/triet-hoc-trong-khoa-hoc-tu-nhien,Triết Học,Nguyễn Như Hải,"Chương 1. Đối tượng, phương pháp và ý nghĩa của việc nghiên cứu triết học
Chương 2. Triết học trong toán học
Chương 3. Triết học trong vật lý
Chương 4. Triết học trong hóa học
Chương 5. Triết học trong sinh học"
690,Hậu Hắc Học-Mặt Dày Tâm Đen,https://khosachonline.com/sach/hau-hac-hoc-mat-day-tam-den,Triết Học,Lý Tôn Ngô,"""Tôi viết “Hậu Hắc Học” vào cuối triều đại Mãn thanh, chia làm 3 tập: Tập đầu: Hậu Hắc Học; Tập giữa: Hậu Hắc kinh; tập cuối: Tạp lục Hậu Hắc truyện. Năm đầu của thời Dân Quốc đã đăng tải trên “Công luận nhật báo” ở Thành Đô. Độc giả có nhiều dư luận xôn xao, tôi cũng nhận được lời khuyên của bạn bè, tập giữa mới in nữa chừng đành phải dừng lại vậy. Trong thời gian ấy, tôi còn viết một bài: “Tôi hoài nghi các thánh nhân”, nhưng không tiện đăng lên báo chí. Về sau không biết bản thảo quăng đâu mất. Năm Dân Quốc thứ 16, theo ký ức mới viết lại cả hai bài, đưa vào tập sách. Năm Dân Quốc 23, một người bạn quên biết ở Bắc Kinh, theo ý chủ quan, đem ba tập tách ra in từng tập lẻ. Năm Dân Quốc 25 theo ý muốn của nhiều độc giả nên đã tái bản lần nữa. Năm Dân Quốc thứ 26, nhà xuất bản Quốc Dân báo Thành Đô đã đem tập đầu in thành một cuốn sách nhỏ và phát hành, do Đường Chu Phong và Trung Giang Tạ Thụ Thanh viết lời bạt ."""
691,Luận Về Yêu,https://khosachonline.com/sach/luan-ve-yeu,Triết Học,Alain de Botton,"Cuốn sách này chứa đựng chính xác những gì lâu nay ta vẫn muốn biết về tình yêu: Không thiếu ảo tưởng nhưng cũng đầy sáng suốt, mê đắm nhưng biết giữ khoảng cách, nồng nhiệt và rất hài hước nhưng cùng lúc ngập tràn phân tích lạnh lùng. Chính khía cạnh “phân tích” này làm nên sự hấp dẫn nhất của Luận về yêu, vì tác giả đã sử dụng những triết thuyết tưởng chừng khô cứng để tiếp cận tình yêu một cách thấu đáo, từ rất nhiều phương diện, kể cả những phương diện mà những người đang yêu thường muốn giấu kín. Luận về yêu, tác phẩm thời trẻ của Alain de Botton, hiện nay là một nhà văn, triết gia và diễn giả nổi tiếng thế giới, còn đặc biệt hấp dẫn vì tùy theo tạng riêng của mình, độc giả có thể đọc nó như một tập tiểu luận sâu sắc, hoặc như một cuốn tiểu thuyết vô cùng hấp dẫn và không hề thiếu kịch tính."
692,Tìm Hiểu Sáu Phái Triết Học Ấn Độ,https://khosachonline.com/sach/tim-hieu-sau-phai-triet-hoc-an-do,Triết Học,Thích Mãn Giác,"Nghiên cứu về triết học Ấn Độ, chúng ta thấy rằng, không phải vì sự nhận định hay công nhận của toàn thể học giả, duy chỉ là do dựa vào ý kiến của một số đông mà triết học Ấn Độ được chia làm 6 phái. Thuật ngữ Triết học Ấn Độ (Sanskrit: Darshanas), có thể đề cập đến vài hệ tín ngưỡng hoặc tôn giáo về tư tưởng triết học bắt nguồn từ tiểu lục địa Ấn Độ, bao gồmtriết học Hindu, triết học Phật giáo, và triết học Jain."
